freq,psd_x,psd_y,psd_z,psd_xyz
54.4,2.579e+04,9.661e+05,9.524e+03,1.001e+06
55.9,2.701e+04,7.958e+05,1.038e+04,8.332e+05
57.4,2.585e+04,6.218e+05,1.003e+04,6.577e+05
58.8,2.357e+04,5.092e+05,8.929e+03,5.417e+05
60.3,1.926e+04,4.212e+05,7.528e+03,4.480e+05
61.8,1.603e+04,3.483e+05,5.979e+03,3.704e+05
63.3,1.392e+04,2.868e+05,4.728e+03,3.055e+05
64.7,1.124e+04,2.381e+05,3.777e+03,2.531e+05
66.2,9.088e+03,2.002e+05,3.144e+03,2.125e+05
67.7,7.453e+03,1.667e+05,2.503e+03,1.766e+05
69.1,5.976e+03,1.309e+05,2.037e+03,1.389e+05
70.6,5.440e+03,9.785e+04,2.368e+03,1.057e+05
72.1,3.953e+03,7.562e+04,1.568e+03,8.114e+04
73.6,2.596e+03,5.805e+04,9.002e+02,6.154e+04
75.0,1.607e+03,4.170e+04,7.085e+02,4.402e+04
76.5,8.841e+02,3.211e+04,6.218e+02,3.362e+04
78.0,5.937e+02,2.714e+04,6.609e+02,2.840e+04
79.4,3.641e+02,2.361e+04,4.772e+02,2.445e+04
80.9,6.013e+02,3.287e+04,2.985e+02,3.377e+04
82.4,1.274e+03,4.628e+04,2.850e+02,4.784e+04
83.9,2.181e+03,5.659e+04,6.617e+02,5.943e+04
85.3,3.420e+03,7.261e+04,1.657e+03,7.769e+04
86.8,3.780e+03,8.556e+04,2.862e+03,9.220e+04
88.3,2.625e+03,7.463e+04,3.649e+03,8.090e+04
89.7,2.382e+03,6.331e+04,4.674e+03,7.037e+04
91.2,3.240e+03,6.364e+04,6.134e+03,7.302e+04
92.7,4.070e+03,7.017e+04,7.030e+03,8.127e+04
94.2,4.619e+03,7.348e+04,7.543e+03,8.564e+04
95.6,4.590e+03,6.805e+04,7.406e+03,8.005e+04
97.1,4.545e+03,5.930e+04,7.820e+03,7.166e+04
98.6,4.963e+03,5.519e+04,8.309e+03,6.846e+04
100.0,5.382e+03,5.529e+04,9.039e+03,6.971e+04
101.5,6.650e+03,6.200e+04,9.622e+03,7.827e+04
103.0,7.857e+03,6.970e+04,1.010e+04,8.765e+04
104.5,8.025e+03,6.995e+04,1.040e+04,8.837e+04
105.9,8.237e+03,6.875e+04,1.099e+04,8.797e+04
107.4,8.417e+03,6.690e+04,1.182e+04,8.714e+04
108.9,8.582e+03,6.554e+04,1.273e+04,8.685e+04
110.3,8.710e+03,6.480e+04,1.283e+04,8.634e+04
111.8,8.794e+03,6.332e+04,1.279e+04,8.490e+04
113.3,8.927e+03,5.916e+04,1.370e+04,8.178e+04
114.8,8.826e+03,5.405e+04,1.445e+04,7.733e+04
116.2,8.021e+03,5.064e+04,1.352e+04,7.218e+04
117.7,7.565e+03,4.934e+04,1.253e+04,6.944e+04
119.2,7.947e+03,4.685e+04,1.259e+04,6.738e+04
120.6,8.559e+03,4.480e+04,1.435e+04,6.771e+04
122.1,8.195e+03,4.433e+04,1.591e+04,6.844e+04
123.6,7.672e+03,4.412e+04,1.732e+04,6.912e+04
125.0,7.667e+03,4.473e+04,1.848e+04,7.088e+04
126.5,7.198e+03,4.336e+04,1.796e+04,6.851e+04
128.0,6.541e+03,4.147e+04,1.650e+04,6.451e+04
129.5,6.008e+03,4.082e+04,1.478e+04,6.160e+04
130.9,5.454e+03,4.037e+04,1.259e+04,5.841e+04
132.4,4.449e+03,3.101e+04,9.822e+03,4.528e+04
133.9,2.604e+03,9.759e+03,6.429e+03,1.879e+04
135.3,1.810e+03,4.477e+03,4.687e+03,1.097e+04
136.8,1.452e+03,3.344e+03,3.414e+03,8.211e+03
138.3,1.541e+03,2.260e+03,3.023e+03,6.823e+03
139.8,1.529e+03,1.548e+03,2.558e+03,5.635e+03
141.2,1.351e+03,1.400e+03,2.177e+03,4.927e+03
142.7,1.319e+03,1.264e+03,2.326e+03,4.908e+03
144.2,1.509e+03,1.358e+03,2.683e+03,5.551e+03
145.6,1.828e+03,1.469e+03,3.218e+03,6.515e+03
147.1,1.913e+03,1.596e+03,3.668e+03,7.177e+03
148.6,1.848e+03,1.862e+03,4.045e+03,7.755e+03
150.1,1.703e+03,2.211e+03,4.481e+03,8.395e+03
151.5,1.685e+03,2.806e+03,5.403e+03,9.894e+03
153.0,1.652e+03,3.605e+03,5.727e+03,1.098e+04
154.5,1.572e+03,4.221e+03,5.402e+03,1.119e+04
155.9,1.457e+03,4.298e+03,4.516e+03,1.027e+04
157.4,1.282e+03,4.253e+03,3.986e+03,9.522e+03
158.9,1.159e+03,3.624e+03,3.687e+03,8.471e+03
160.4,8.393e+02,2.688e+03,2.910e+03,6.436e+03
161.8,4.666e+02,1.574e+03,1.885e+03,3.926e+03
163.3,2.390e+02,7.715e+02,1.083e+03,2.094e+03
164.8,2.207e+02,3.219e+02,6.807e+02,1.223e+03
166.2,2.778e+02,3.223e+02,4.640e+02,1.064e+03
167.7,4.953e+02,7.364e+02,2.247e+02,1.456e+03
169.2,8.780e+02,1.883e+03,1.665e+02,2.927e+03
170.7,1.246e+03,3.331e+03,3.782e+02,4.955e+03
172.1,1.568e+03,5.269e+03,7.679e+02,7.605e+03
173.6,1.747e+03,6.659e+03,1.105e+03,9.511e+03
175.1,1.576e+03,6.712e+03,9.151e+02,9.203e+03
176.5,1.622e+03,7.289e+03,7.236e+02,9.635e+03
178.0,2.012e+03,9.432e+03,7.763e+02,1.222e+04
179.5,2.377e+03,1.178e+04,1.184e+03,1.534e+04
181.0,2.634e+03,1.330e+04,2.158e+03,1.809e+04
182.4,2.717e+03,1.452e+04,2.755e+03,1.999e+04
183.9,3.305e+03,1.620e+04,3.421e+03,2.293e+04
185.4,5.047e+03,1.998e+04,4.825e+03,2.985e+04
186.8,7.131e+03,2.520e+04,6.813e+03,3.915e+04
188.3,8.376e+03,2.794e+04,8.066e+03,4.438e+04
189.8,9.202e+03,3.007e+04,9.050e+03,4.832e+04
191.3,1.008e+04,3.203e+04,1.054e+04,5.265e+04
192.7,1.144e+04,3.413e+04,1.253e+04,5.810e+04
194.2,1.282e+04,3.503e+04,1.431e+04,6.217e+04
195.7,1.373e+04,3.529e+04,1.571e+04,6.473e+04
197.1,1.453e+04,3.620e+04,1.685e+04,6.758e+04
198.6,1.492e+04,3.718e+04,1.759e+04,6.969e+04
