freq,psd_x,psd_y,psd_z,psd_xyz
113.4,7.630e+03,5.453e+04,1.190e+04,7.406e+04
114.9,7.339e+03,5.482e+04,1.093e+04,7.309e+04
116.4,7.067e+03,5.436e+04,1.076e+04,7.219e+04
117.8,7.573e+03,5.086e+04,1.237e+04,7.080e+04
119.3,8.357e+03,4.823e+04,1.442e+04,7.101e+04
120.8,8.598e+03,4.662e+04,1.539e+04,7.061e+04
122.3,8.458e+03,4.626e+04,1.678e+04,7.149e+04
123.7,8.573e+03,4.724e+04,1.806e+04,7.387e+04
125.2,7.946e+03,4.570e+04,1.723e+04,7.088e+04
126.7,7.182e+03,4.292e+04,1.658e+04,6.668e+04
128.2,6.693e+03,4.185e+04,1.575e+04,6.429e+04
129.6,6.194e+03,4.163e+04,1.445e+04,6.227e+04
131.1,5.579e+03,4.163e+04,1.228e+04,5.949e+04
132.6,4.354e+03,3.180e+04,9.225e+03,4.538e+04
134.0,2.214e+03,9.431e+03,5.333e+03,1.698e+04
135.5,1.485e+03,3.809e+03,3.537e+03,8.830e+03
137.0,1.294e+03,2.598e+03,2.625e+03,6.517e+03
138.5,1.125e+03,2.226e+03,2.018e+03,5.369e+03
139.9,1.329e+03,1.734e+03,2.326e+03,5.390e+03
141.4,1.486e+03,1.424e+03,2.697e+03,5.607e+03
142.9,1.772e+03,1.619e+03,2.981e+03,6.372e+03
144.4,2.359e+03,1.623e+03,4.068e+03,8.051e+03
145.8,2.456e+03,1.771e+03,4.487e+03,8.714e+03
147.3,2.172e+03,1.907e+03,4.566e+03,8.645e+03
148.8,2.061e+03,2.171e+03,5.087e+03,9.319e+03
150.3,1.864e+03,2.280e+03,5.578e+03,9.722e+03
151.7,1.756e+03,2.744e+03,5.929e+03,1.043e+04
153.2,1.714e+03,3.570e+03,5.812e+03,1.110e+04
154.7,1.645e+03,3.907e+03,5.419e+03,1.097e+04
156.1,1.528e+03,3.993e+03,5.264e+03,1.079e+04
157.6,1.349e+03,3.625e+03,4.855e+03,9.829e+03
159.1,1.147e+03,3.113e+03,4.364e+03,8.624e+03
160.6,8.633e+02,2.531e+03,3.632e+03,7.027e+03
162.0,6.036e+02,1.580e+03,2.761e+03,4.945e+03
163.5,4.727e+02,6.602e+02,1.816e+03,2.949e+03
165.0,4.381e+02,2.259e+02,1.127e+03,1.791e+03
166.5,4.559e+02,2.860e+02,6.487e+02,1.391e+03
167.9,6.138e+02,8.353e+02,3.174e+02,1.766e+03
169.4,8.815e+02,1.920e+03,1.575e+02,2.959e+03
170.9,1.096e+03,3.123e+03,1.970e+02,4.416e+03
172.3,9.858e+02,3.353e+03,1.783e+02,4.517e+03
173.8,1.072e+03,3.687e+03,1.721e+02,4.931e+03
175.3,1.690e+03,6.061e+03,4.153e+02,8.166e+03
176.8,2.355e+03,9.051e+03,9.044e+02,1.231e+04
178.2,2.281e+03,1.035e+04,1.004e+03,1.363e+04
179.7,1.787e+03,1.011e+04,8.986e+02,1.280e+04
181.2,1.707e+03,1.087e+04,1.438e+03,1.402e+04
182.7,2.083e+03,1.269e+04,2.169e+03,1.695e+04
184.1,2.641e+03,1.439e+04,2.742e+03,1.978e+04
185.6,4.021e+03,1.777e+04,4.200e+03,2.599e+04
187.1,5.789e+03,2.143e+04,6.263e+03,3.349e+04
188.6,7.465e+03,2.577e+04,8.064e+03,4.130e+04
190.0,9.277e+03,3.010e+04,9.825e+03,4.920e+04
191.5,1.056e+04,3.187e+04,1.115e+04,5.359e+04
193.0,1.204e+04,3.397e+04,1.325e+04,5.926e+04
194.4,1.314e+04,3.551e+04,1.498e+04,6.363e+04
195.9,1.380e+04,3.499e+04,1.622e+04,6.501e+04
197.4,1.467e+04,3.619e+04,1.743e+04,6.828e+04
198.9,1.497e+04,3.634e+04,1.815e+04,6.946e+04
